"BOOKINGID","REGISTRATIONNO","BOOKINGDATE","DEPARTUREZONE","DESTINATIONZONE","PASSENGERID"
T3411,Car22,2018-12-11 00:00:00.000,ZoneA,ZoneD,U012
T3412,Car11,2020-01-11 06:00:00.000,ZoneD,ZoneA,U038
T3413,Car14,2020-04-12 03:00:00.000,ZoneB,ZoneA,U077
T3414,Car25,2017-07-07 13:00:00.000,ZoneC,ZoneB,U023
T3415,Car05,2021-07-02 14:00:00.000,ZoneD,ZoneC,U066
T3416,Car25,2016-01-22 11:00:00.000,ZoneB,ZoneC,U089
T3417,Car08,2015-05-15 09:00:00.000,ZoneC,ZoneA,U112
T3418,Car21,2020-05-10 16:00:00.000,ZoneB,ZoneB,U021
T3419,Car03,2018-06-29 05:00:00.000,ZoneB,ZoneB,U101
T3420,Car01,2016-12-14 18:00:00.000,ZoneB,ZoneD,U144
T3421,Car19,2017-12-09 08:00:00.000,ZoneA,ZoneA,U112
T3422,Car22,2019-12-04 13:00:00.000,ZoneB,ZoneD,U033
T3423,Car06,2016-06-03 09:00:00.000,ZoneA,ZoneC,U015
T3424,Car28,2016-02-14 04:00:00.000,ZoneC,ZoneC,U067
T3425,Car12,2015-11-30 13:00:00.000,ZoneB,ZoneB,U116
T3426,Car23,2019-11-03 17:00:00.000,ZoneB,ZoneC,U144
T3427,Car10,2020-06-07 14:00:00.000,ZoneA,ZoneB,U010
T3428,Car19,2021-09-16 10:00:00.000,ZoneD,ZoneD,U117
T3429,Car14,2015-12-23 21:00:00.000,ZoneD,ZoneB,U089
T3430,Car27,2020-01-13 03:00:00.000,ZoneD,ZoneA,U036
T3431,Car25,2019-09-03 21:00:00.000,ZoneC,ZoneD,U148
T3432,Car21,2015-09-30 07:00:00.000,ZoneB,ZoneA,U115
T3433,Car03,2018-10-24 17:00:00.000,ZoneB,ZoneA,U068
T3434,Car02,2015-07-30 15:00:00.000,ZoneC,ZoneA,U049
T3435,Car13,2021-06-05 12:00:00.000,ZoneA,ZoneA,U012
T3436,Car12,2019-12-03 22:00:00.000,ZoneA,ZoneD,U030
T3437,Car03,2015-07-26 21:00:00.000,ZoneA,ZoneA,U157
T3438,Car19,2018-12-23 07:00:00.000,ZoneA,ZoneD,U162
T3439,Car10,2021-05-01 07:00:00.000,ZoneC,ZoneD,U097
T3440,Car13,2017-06-13 19:00:00.000,ZoneD,ZoneB,U072
T3441,Car03,2018-02-09 05:00:00.000,ZoneA,ZoneC,U078
T3442,Car25,2019-05-06 21:00:00.000,ZoneC,ZoneA,U142
T3443,Car18,2020-04-23 19:00:00.000,ZoneC,ZoneB,U077
T3444,Car23,2019-10-06 04:00:00.000,ZoneA,ZoneA,U075
T3445,Car26,2021-09-20 19:00:00.000,ZoneC,ZoneC,U037
T3446,Car09,2021-12-06 21:00:00.000,ZoneA,ZoneA,U147
T3447,Car11,2020-09-26 15:00:00.000,ZoneA,ZoneA,U131
T3448,Car26,2017-08-21 18:00:00.000,ZoneB,ZoneD,U082
T3449,Car15,2021-01-11 22:00:00.000,ZoneC,ZoneA,U139
T3450,Car18,2015-03-11 04:00:00.000,ZoneC,ZoneC,U086
T3451,Car08,2015-07-31 01:00:00.000,ZoneB,ZoneC,U066
T3452,Car13,2020-09-11 00:00:00.000,ZoneA,ZoneD,U135
T3453,Car29,2019-03-07 21:00:00.000,ZoneA,ZoneA,U029
T3454,Car05,2019-02-21 07:00:00.000,ZoneA,ZoneD,U158
T3455,Car19,2018-06-27 03:00:00.000,ZoneA,ZoneD,U117
T3456,Car23,2016-12-06 15:00:00.000,ZoneA,ZoneB,U139
T3457,Car25,2018-11-27 11:00:00.000,ZoneD,ZoneD,U104
T3458,Car07,2019-12-25 19:00:00.000,ZoneA,ZoneB,U132
T3459,Car13,2020-03-06 01:00:00.000,ZoneD,ZoneA,U046
T3460,Car01,2021-04-07 08:00:00.000,ZoneD,ZoneC,U091
T3461,Car24,2017-09-30 03:00:00.000,ZoneD,ZoneA,U094
T3462,Car05,2017-09-02 10:00:00.000,ZoneA,ZoneB,U093
T3463,Car21,2018-02-04 00:00:00.000,ZoneC,ZoneD,U057
T3464,Car15,2019-07-23 04:00:00.000,ZoneD,ZoneB,U132
T3465,Car02,2018-01-30 00:00:00.000,ZoneA,ZoneD,U060
T3466,Car09,2017-10-24 07:00:00.000,ZoneA,ZoneD,U045
T3467,Car01,2018-04-11 11:00:00.000,ZoneA,ZoneC,U031
T3468,Car06,2015-06-02 12:00:00.000,ZoneC,ZoneD,U092
T3469,Car10,2017-05-02 12:00:00.000,ZoneC,ZoneD,U133
T3470,Car04,2019-05-21 11:00:00.000,ZoneD,ZoneA,U065
T3471,Car15,2017-01-04 04:00:00.000,ZoneC,ZoneD,U122
T3472,Car30,2017-01-05 20:00:00.000,ZoneB,ZoneC,U099
T3473,Car01,2020-12-28 13:00:00.000,ZoneA,ZoneC,U143
T3474,Car06,2015-01-07 11:00:00.000,ZoneB,ZoneD,U015
T3475,Car27,2021-02-16 23:00:00.000,ZoneC,ZoneC,U019
T3476,Car04,2018-07-12 08:00:00.000,ZoneA,ZoneB,U081
T3478,Car16,2015-09-05 22:00:00.000,ZoneA,ZoneA,U132
T3479,Car28,2017-02-28 04:00:00.000,ZoneC,ZoneA,U095
T3480,Car14,2016-07-31 12:00:00.000,ZoneD,ZoneB,U062
T3481,Car22,2018-07-24 10:00:00.000,ZoneB,ZoneA,U030
T3482,Car28,2015-01-27 21:00:00.000,ZoneA,ZoneC,U092
T3483,Car27,2020-12-21 06:00:00.000,ZoneB,ZoneA,U049
T3484,Car28,2019-12-12 01:00:00.000,ZoneB,ZoneC,U031
T3485,Car08,2015-12-10 03:00:00.000,ZoneA,ZoneD,U066
T3486,Car16,2018-08-06 03:00:00.000,ZoneA,ZoneA,U013
T3487,Car06,2019-07-14 00:00:00.000,ZoneC,ZoneD,U099
T2273,Car02,2016-10-23 01:00:00.000,ZoneA,ZoneC,U099
T2274,Car05,2018-09-11 04:00:00.000,ZoneD,ZoneD,U147
T2275,Car29,2021-06-30 02:00:00.000,ZoneD,ZoneB,U112
T2276,Car24,2015-08-26 07:00:00.000,ZoneB,ZoneB,U116
T2277,Car05,2020-05-13 09:00:00.000,ZoneD,ZoneD,U119
T2278,Car10,2019-03-24 13:00:00.000,ZoneD,ZoneA,U108
T2279,Car12,2017-12-21 20:00:00.000,ZoneD,ZoneD,U015
T2280,Car05,2017-11-08 02:00:00.000,ZoneB,ZoneB,U124
T2281,Car13,2015-03-28 21:00:00.000,ZoneC,ZoneB,U108
T2282,Car19,2017-11-17 11:00:00.000,ZoneB,ZoneC,U132
T2283,Car12,2019-09-17 20:00:00.000,ZoneC,ZoneB,U047
T2284,Car27,2020-03-05 15:00:00.000,ZoneA,ZoneD,U157
T2285,Car24,2018-04-03 23:00:00.000,ZoneA,ZoneD,U051
T2286,Car09,2019-11-23 17:00:00.000,ZoneC,ZoneC,U091
T2287,Car10,2017-09-13 01:00:00.000,ZoneC,ZoneA,U061
T2288,Car04,2015-10-09 01:00:00.000,ZoneD,ZoneC,U052
T2289,Car23,2021-10-22 11:00:00.000,ZoneD,ZoneA,U063
T2290,Car11,2019-11-22 01:00:00.000,ZoneA,ZoneA,U071
T2291,Car21,2015-01-13 22:00:00.000,ZoneC,ZoneA,U034
T2292,Car26,2017-07-09 15:00:00.000,ZoneD,ZoneC,U147
T2293,Car04,2017-01-12 12:00:00.000,ZoneD,ZoneB,U155
T2294,Car16,2017-09-15 03:00:00.000,ZoneA,ZoneC,U108
T2295,Car17,2018-05-05 10:00:00.000,ZoneA,ZoneC,U033
T2296,Car26,2016-12-16 20:00:00.000,ZoneA,ZoneB,U037
T2297,Car03,2020-01-22 02:00:00.000,ZoneC,ZoneD,U011
T2298,Car27,2015-11-21 14:00:00.000,ZoneA,ZoneB,U139
T2299,Car04,2016-04-10 00:00:00.000,ZoneB,ZoneA,U011
T2300,Car05,2016-12-27 01:00:00.000,ZoneA,ZoneB,U153
T2301,Car05,2016-10-10 13:00:00.000,ZoneB,ZoneD,U132
T2302,Car16,2018-01-27 12:00:00.000,ZoneB,ZoneB,U103
T2303,Car07,2020-12-27 17:00:00.000,ZoneB,ZoneD,U033
T2304,Car30,2019-08-31 18:00:00.000,ZoneD,ZoneD,U060
T2305,Car25,2017-03-29 18:00:00.000,ZoneA,ZoneC,U110
T2306,Car01,2021-09-08 17:00:00.000,ZoneB,ZoneD,U032
T2307,Car18,2021-11-14 19:00:00.000,ZoneC,ZoneA,U145
T2308,Car26,2018-11-28 02:00:00.000,ZoneC,ZoneA,U093
T2309,Car05,2019-12-23 07:00:00.000,ZoneA,ZoneB,U018
T2310,Car05,2021-09-08 12:00:00.000,ZoneC,ZoneD,U015
T2311,Car23,2018-06-08 14:00:00.000,ZoneB,ZoneD,U154
T2312,Car04,2018-08-07 19:00:00.000,ZoneD,ZoneD,U087
T2313,Car22,2018-02-17 23:00:00.000,ZoneB,ZoneD,U053
T2314,Car28,2016-03-23 07:00:00.000,ZoneA,ZoneA,U077
T2315,Car26,2017-12-09 18:00:00.000,ZoneA,ZoneC,U032
T2316,Car05,2016-03-30 14:00:00.000,ZoneB,ZoneD,U091
T2317,Car07,2016-07-21 22:00:00.000,ZoneA,ZoneC,U079
T2318,Car26,2019-06-16 22:00:00.000,ZoneB,ZoneA,U094
T2319,Car22,2015-01-18 02:00:00.000,ZoneB,ZoneB,U062
T2320,Car19,2019-11-24 13:00:00.000,ZoneC,ZoneB,U120
T2321,Car22,2016-06-27 08:00:00.000,ZoneC,ZoneD,U041
T2322,Car25,2015-06-17 12:00:00.000,ZoneC,ZoneB,U152
T2323,Car16,2019-03-27 01:00:00.000,ZoneD,ZoneB,U132
T2324,Car25,2016-04-09 19:00:00.000,ZoneD,ZoneD,U125
T2325,Car08,2020-09-07 06:00:00.000,ZoneB,ZoneA,U111
T2326,Car14,2018-09-05 13:00:00.000,ZoneC,ZoneB,U035
T2327,Car14,2017-06-21 22:00:00.000,ZoneB,ZoneC,U129
T2328,Car19,2021-08-31 19:00:00.000,ZoneD,ZoneA,U098
T2329,Car21,2015-07-08 18:00:00.000,ZoneD,ZoneB,U062
T2330,Car13,2021-10-21 10:00:00.000,ZoneD,ZoneB,U058
T2331,Car12,2021-04-24 15:00:00.000,ZoneD,ZoneC,U049
T2332,Car07,2018-08-02 19:00:00.000,ZoneD,ZoneA,U048
T2333,Car27,2016-02-21 21:00:00.000,ZoneB,ZoneB,U123
T2334,Car16,2016-12-03 07:00:00.000,ZoneB,ZoneA,U148
T2335,Car20,2016-01-06 20:00:00.000,ZoneB,ZoneD,U082
T2336,Car05,2019-11-23 07:00:00.000,ZoneC,ZoneB,U118
T2337,Car05,2019-05-22 02:00:00.000,ZoneA,ZoneC,U072
T2338,Car07,2021-02-12 09:00:00.000,ZoneC,ZoneD,U086
T2339,Car27,2015-01-17 21:00:00.000,ZoneA,ZoneA,U027
T2340,Car01,2017-10-26 19:00:00.000,ZoneA,ZoneA,U112
T2341,Car17,2017-07-15 16:00:00.000,ZoneC,ZoneA,U067
T2342,Car11,2021-08-23 06:00:00.000,ZoneC,ZoneA,U070
T2343,Car17,2016-02-11 21:00:00.000,ZoneA,ZoneC,U059
T2344,Car14,2018-08-01 23:00:00.000,ZoneC,ZoneB,U050
T2345,Car26,2021-03-21 01:00:00.000,ZoneB,ZoneA,U152
T2346,Car12,2015-07-10 15:00:00.000,ZoneA,ZoneC,U068
T2347,Car13,2020-05-21 02:00:00.000,ZoneB,ZoneD,U151
T2348,Car29,2016-06-20 21:00:00.000,ZoneB,ZoneA,U014
T2349,Car11,2020-11-15 00:00:00.000,ZoneA,ZoneD,U073
T2350,Car27,2021-03-20 00:00:00.000,ZoneA,ZoneC,U019
T2351,Car02,2020-03-30 00:00:00.000,ZoneA,ZoneA,U116
T2352,Car04,2015-05-10 04:00:00.000,ZoneD,ZoneC,U067
T2353,Car18,2015-12-19 02:00:00.000,ZoneB,ZoneB,U091
T2354,Car12,2019-09-24 17:00:00.000,ZoneC,ZoneC,U122
T2355,Car09,2015-03-08 21:00:00.000,ZoneA,ZoneB,U033
T2356,Car06,2015-12-03 21:00:00.000,ZoneD,ZoneD,U084
T2357,Car30,2020-10-31 10:00:00.000,ZoneA,ZoneD,U127
T2358,Car19,2016-07-05 06:00:00.000,ZoneB,ZoneC,U146
T2359,Car10,2016-09-27 00:00:00.000,ZoneC,ZoneC,U161
T2360,Car20,2016-05-09 09:00:00.000,ZoneC,ZoneC,U160
T2361,Car19,2016-11-30 19:00:00.000,ZoneD,ZoneC,U108
T2362,Car02,2018-05-15 05:00:00.000,ZoneB,ZoneB,U112
T2363,Car21,2019-05-06 01:00:00.000,ZoneD,ZoneC,U050
T2364,Car27,2017-05-15 00:00:00.000,ZoneD,ZoneC,U052
T2365,Car02,2019-07-21 12:00:00.000,ZoneD,ZoneA,U046
T2366,Car16,2018-08-21 13:00:00.000,ZoneB,ZoneC,U121
T2367,Car13,2017-06-11 12:00:00.000,ZoneC,ZoneB,U159
T2368,Car08,2016-02-21 16:00:00.000,ZoneA,ZoneB,U109
T2369,Car30,2021-03-15 20:00:00.000,ZoneD,ZoneB,U096
T2370,Car07,2017-03-18 02:00:00.000,ZoneA,ZoneA,U086
T2371,Car04,2019-04-03 23:00:00.000,ZoneD,ZoneB,U036
T2372,Car10,2018-12-13 17:00:00.000,ZoneD,ZoneB,U024
T2373,Car08,2018-05-19 14:00:00.000,ZoneC,ZoneB,U017
T2374,Car30,2019-04-14 09:00:00.000,ZoneD,ZoneB,U041
T2375,Car18,2015-09-26 18:00:00.000,ZoneC,ZoneB,U154
T2376,Car14,2020-07-15 22:00:00.000,ZoneB,ZoneC,U092
T2377,Car02,2019-03-13 12:00:00.000,ZoneB,ZoneA,U022
T2378,Car08,2018-01-30 20:00:00.000,ZoneB,ZoneC,U101
T2379,Car19,2015-06-27 07:00:00.000,ZoneC,ZoneA,U026
T2380,Car24,2019-01-06 16:00:00.000,ZoneB,ZoneC,U116
T2381,Car02,2015-11-30 18:00:00.000,ZoneD,ZoneC,U012
T2382,Car30,2021-03-14 14:00:00.000,ZoneC,ZoneA,U091
T2383,Car13,2017-09-15 03:00:00.000,ZoneC,ZoneC,U044
T2384,Car28,2020-04-01 17:00:00.000,ZoneC,ZoneB,U075
T2385,Car25,2017-05-28 03:00:00.000,ZoneD,ZoneA,U064
T2386,Car04,2020-10-31 05:00:00.000,ZoneA,ZoneC,U148
T2387,Car20,2016-06-21 07:00:00.000,ZoneA,ZoneD,U131
T2388,Car24,2020-04-15 01:00:00.000,ZoneC,ZoneB,U059
T2389,Car19,2017-08-10 22:00:00.000,ZoneB,ZoneD,U120
T2390,Car22,2015-07-27 22:00:00.000,ZoneC,ZoneB,U084
T2391,Car25,2020-02-20 06:00:00.000,ZoneA,ZoneD,U146
T2392,Car25,2020-04-02 23:00:00.000,ZoneA,ZoneC,U020
T2393,Car10,2019-12-21 15:00:00.000,ZoneB,ZoneC,U141
T2394,Car01,2018-06-29 05:00:00.000,ZoneB,ZoneC,U053
T2395,Car27,2016-01-28 22:00:00.000,ZoneD,ZoneC,U057
T2396,Car22,2015-11-30 03:00:00.000,ZoneB,ZoneB,U077
T2397,Car01,2016-11-24 03:00:00.000,ZoneC,ZoneB,U010
T2398,Car30,2021-12-13 18:00:00.000,ZoneB,ZoneD,U023
T2399,Car21,2017-01-08 08:00:00.000,ZoneB,ZoneD,U083
T2400,Car20,2019-08-11 13:00:00.000,ZoneC,ZoneC,U101
T2401,Car12,2015-10-02 19:00:00.000,ZoneC,ZoneA,U058
T2402,Car25,2018-07-14 15:00:00.000,ZoneA,ZoneA,U115
T2403,Car16,2020-09-01 15:00:00.000,ZoneB,ZoneA,U113
T2404,Car09,2016-06-14 20:00:00.000,ZoneA,ZoneA,U124
T2405,Car11,2015-10-14 06:00:00.000,ZoneD,ZoneB,U113
T2406,Car17,2018-04-10 10:00:00.000,ZoneA,ZoneD,U044
T2407,Car03,2016-12-05 04:00:00.000,ZoneC,ZoneD,U127
T2408,Car07,2016-01-14 23:00:00.000,ZoneA,ZoneD,U105
T2409,Car26,2017-05-10 20:00:00.000,ZoneB,ZoneC,U075
T2410,Car10,2021-05-04 15:00:00.000,ZoneC,ZoneB,U127
T2411,Car09,2017-06-04 00:00:00.000,ZoneB,ZoneD,U160
T2412,Car18,2017-11-17 21:00:00.000,ZoneC,ZoneB,U150
T2413,Car21,2017-04-28 23:00:00.000,ZoneB,ZoneC,U092
T2414,Car07,2019-02-16 02:00:00.000,ZoneD,ZoneC,U021
T2415,Car17,2018-04-22 17:00:00.000,ZoneC,ZoneA,U101
T2416,Car04,2017-04-08 13:00:00.000,ZoneC,ZoneC,U028
T2417,Car15,2017-02-11 17:00:00.000,ZoneA,ZoneA,U032
T2418,Car15,2020-11-23 18:00:00.000,ZoneC,ZoneB,U087
T2419,Car07,2019-10-13 01:00:00.000,ZoneC,ZoneC,U138
T2420,Car11,2015-08-28 19:00:00.000,ZoneD,ZoneC,U161
T2421,Car08,2019-01-16 16:00:00.000,ZoneD,ZoneC,U146
T2422,Car28,2021-03-25 10:00:00.000,ZoneD,ZoneA,U031
T2423,Car21,2018-06-14 05:00:00.000,ZoneA,ZoneA,U020
T2424,Car12,2021-10-01 15:00:00.000,ZoneA,ZoneD,U067
T2425,Car25,2018-01-20 15:00:00.000,ZoneB,ZoneC,U060
T2426,Car15,2018-03-29 23:00:00.000,ZoneB,ZoneC,U149
T2427,Car23,2020-02-15 11:00:00.000,ZoneA,ZoneD,U103
T2428,Car17,2019-05-09 14:00:00.000,ZoneB,ZoneA,U128
T2429,Car09,2019-12-15 09:00:00.000,ZoneD,ZoneC,U061
T2430,Car16,2017-05-20 00:00:00.000,ZoneD,ZoneC,U121
T2431,Car11,2021-10-07 11:00:00.000,ZoneD,ZoneC,U056
T2432,Car19,2016-06-06 02:00:00.000,ZoneA,ZoneB,U094
T2433,Car25,2016-03-29 18:00:00.000,ZoneB,ZoneD,U125
T2434,Car05,2015-04-03 12:00:00.000,ZoneC,ZoneD,U048
T2435,Car16,2016-05-17 12:00:00.000,ZoneD,ZoneC,U041
T2436,Car20,2018-11-16 10:00:00.000,ZoneA,ZoneC,U012
T2437,Car26,2016-12-24 08:00:00.000,ZoneA,ZoneC,U157
T2438,Car13,2015-04-07 01:00:00.000,ZoneC,ZoneC,U028
T2439,Car21,2015-09-10 17:00:00.000,ZoneC,ZoneB,U101
T2440,Car20,2020-04-27 03:00:00.000,ZoneA,ZoneD,U024
T2441,Car05,2017-08-01 18:00:00.000,ZoneC,ZoneB,U117
T2442,Car21,2019-01-16 06:00:00.000,ZoneC,ZoneC,U083
T2443,Car21,2020-01-18 13:00:00.000,ZoneD,ZoneA,U041
T2444,Car15,2015-05-10 14:00:00.000,ZoneB,ZoneD,U144
T2445,Car09,2017-08-09 21:00:00.000,ZoneA,ZoneA,U037
T2446,Car17,2020-04-17 23:00:00.000,ZoneB,ZoneD,U013
T2447,Car21,2021-01-23 19:00:00.000,ZoneA,ZoneD,U048
T2448,Car30,2020-02-19 10:00:00.000,ZoneD,ZoneC,U116
T2449,Car29,2020-04-10 21:00:00.000,ZoneD,ZoneD,U038
T2450,Car28,2015-08-30 06:00:00.000,ZoneC,ZoneB,U124
T2451,Car04,2018-01-27 12:00:00.000,ZoneD,ZoneA,U100
T2452,Car01,2021-10-26 20:00:00.000,ZoneA,ZoneC,U016
T2453,Car01,2021-03-25 15:00:00.000,ZoneA,ZoneD,U162
T2454,Car30,2015-03-17 20:00:00.000,ZoneC,ZoneB,U110
T2455,Car11,2018-03-02 06:00:00.000,ZoneD,ZoneB,U038
T2456,Car17,2019-06-05 21:00:00.000,ZoneB,ZoneD,U018
T2457,Car11,2020-08-19 12:00:00.000,ZoneB,ZoneA,U017
T2458,Car05,2017-06-04 15:00:00.000,ZoneD,ZoneB,U047
T2459,Car08,2017-08-21 13:00:00.000,ZoneA,ZoneC,U028
T2460,Car13,2021-05-24 20:00:00.000,ZoneB,ZoneA,U011
T2461,Car07,2015-10-14 16:00:00.000,ZoneC,ZoneD,U063
T2462,Car23,2017-02-07 03:00:00.000,ZoneB,ZoneC,U112
T2463,Car19,2016-12-10 19:00:00.000,ZoneC,ZoneC,U101
T2464,Car18,2020-11-23 03:00:00.000,ZoneD,ZoneC,U047
T2465,Car03,2015-10-29 01:00:00.000,ZoneC,ZoneC,U109
T2466,Car05,2015-02-21 21:00:00.000,ZoneB,ZoneC,U083
T2467,Car10,2015-10-15 07:00:00.000,ZoneD,ZoneB,U019
T2468,Car10,2018-12-24 08:00:00.000,ZoneA,ZoneA,U113
T2469,Car27,2020-05-07 08:00:00.000,ZoneB,ZoneB,U035
T2471,Car10,2021-10-27 16:00:00.000,ZoneC,ZoneC,U087
T2472,Car07,2021-02-22 19:00:00.000,ZoneB,ZoneB,U160
T2473,Car04,2019-06-17 08:00:00.000,ZoneD,ZoneA,U138
T2474,Car22,2021-11-04 19:00:00.000,ZoneC,ZoneD,U081
T2475,Car16,2021-08-01 09:00:00.000,ZoneC,ZoneD,U020
T2476,Car23,2018-05-12 12:00:00.000,ZoneA,ZoneA,U067
T2477,Car30,2015-12-05 03:00:00.000,ZoneC,ZoneB,U098
T2478,Car09,2018-03-23 12:00:00.000,ZoneB,ZoneD,U086
T2479,Car28,2020-04-04 10:00:00.000,ZoneC,ZoneB,U086
T2480,Car03,2017-08-16 03:00:00.000,ZoneD,ZoneC,U091
T2481,Car04,2020-04-17 03:00:00.000,ZoneA,ZoneC,U151
T2482,Car21,2015-06-05 10:00:00.000,ZoneC,ZoneA,U075
T2483,Car30,2021-12-01 21:00:00.000,ZoneC,ZoneB,U055
T2484,Car27,2018-09-03 21:00:00.000,ZoneA,ZoneD,U069
T2485,Car23,2020-07-02 04:00:00.000,ZoneB,ZoneC,U119
T2486,Car08,2017-05-07 17:00:00.000,ZoneD,ZoneD,U127
T2487,Car29,2020-04-01 02:00:00.000,ZoneB,ZoneC,U134
T2488,Car08,2020-11-06 01:00:00.000,ZoneB,ZoneB,U114
T2489,Car25,2019-02-01 17:00:00.000,ZoneA,ZoneB,U045
T2490,Car16,2017-03-10 19:00:00.000,ZoneD,ZoneC,U142
T2491,Car18,2020-01-30 10:00:00.000,ZoneD,ZoneA,U078
T2492,Car13,2017-09-14 12:00:00.000,ZoneB,ZoneC,U053
T2493,Car12,2016-06-19 10:00:00.000,ZoneD,ZoneD,U118
T2494,Car25,2017-03-01 00:00:00.000,ZoneA,ZoneA,U043
T2495,Car19,2015-05-25 19:00:00.000,ZoneB,ZoneD,U061
T2496,Car14,2021-01-21 12:00:00.000,ZoneD,ZoneA,U153
T2497,Car22,2015-10-18 20:00:00.000,ZoneC,ZoneB,U045
T2498,Car04,2018-03-26 00:00:00.000,ZoneD,ZoneC,U136
T2499,Car29,2016-05-11 21:00:00.000,ZoneD,ZoneB,U078
T2500,Car08,2018-08-04 11:00:00.000,ZoneD,ZoneA,U067
T2501,Car08,2015-09-15 17:00:00.000,ZoneC,ZoneD,U054
T2502,Car03,2016-07-07 03:00:00.000,ZoneA,ZoneB,U012
T2503,Car23,2015-12-22 00:00:00.000,ZoneA,ZoneA,U064
T2504,Car25,2021-05-14 00:00:00.000,ZoneC,ZoneA,U121
T2505,Car18,2019-07-22 08:00:00.000,ZoneC,ZoneA,U133
T2506,Car26,2021-12-17 07:00:00.000,ZoneC,ZoneA,U075
T2507,Car08,2020-12-02 02:00:00.000,ZoneB,ZoneC,U152
T2508,Car09,2017-08-09 06:00:00.000,ZoneB,ZoneA,U152
T2509,Car17,2019-08-04 11:00:00.000,ZoneC,ZoneB,U035
T2510,Car27,2021-01-25 01:00:00.000,ZoneC,ZoneB,U106
T2511,Car11,2017-11-05 14:00:00.000,ZoneC,ZoneA,U091
T2512,Car21,2018-07-12 03:00:00.000,ZoneA,ZoneA,U043
T2513,Car13,2015-12-23 16:00:00.000,ZoneC,ZoneA,U070
T2514,Car23,2018-10-18 01:00:00.000,ZoneA,ZoneD,U102
T2515,Car02,2019-10-04 02:00:00.000,ZoneA,ZoneD,U139
T2516,Car20,2019-11-29 18:00:00.000,ZoneA,ZoneD,U068
T2517,Car29,2016-04-04 19:00:00.000,ZoneB,ZoneC,U110
T2518,Car01,2015-01-12 06:00:00.000,ZoneC,ZoneA,U125
T2519,Car26,2017-03-15 04:00:00.000,ZoneD,ZoneB,U099
T2520,Car26,2015-06-15 20:00:00.000,ZoneD,ZoneD,U064
T2521,Car20,2021-03-29 14:00:00.000,ZoneB,ZoneC,U065
T2522,Car02,2019-10-13 06:00:00.000,ZoneD,ZoneA,U018
T2523,Car30,2017-05-08 03:00:00.000,ZoneB,ZoneD,U129
T2524,Car29,2019-08-02 09:00:00.000,ZoneB,ZoneA,U049
T2525,Car05,2018-01-01 21:00:00.000,ZoneD,ZoneA,U160
T2526,Car21,2020-11-10 10:00:00.000,ZoneD,ZoneB,U148
T2527,Car20,2016-07-18 19:00:00.000,ZoneB,ZoneD,U128
T2528,Car23,2018-11-13 07:00:00.000,ZoneD,ZoneA,U048
T2529,Car10,2015-06-22 02:00:00.000,ZoneB,ZoneB,U104
T2530,Car30,2020-01-31 16:00:00.000,ZoneB,ZoneB,U158
T2531,Car30,2015-03-21 19:00:00.000,ZoneA,ZoneD,U119
T2532,Car08,2018-11-20 04:00:00.000,ZoneD,ZoneA,U026
T2533,Car04,2020-11-25 10:00:00.000,ZoneD,ZoneD,U039
T2534,Car18,2019-02-27 18:00:00.000,ZoneD,ZoneB,U083
T2535,Car09,2019-05-13 03:00:00.000,ZoneA,ZoneA,U083
T2536,Car21,2017-11-12 16:00:00.000,ZoneA,ZoneC,U160
T2537,Car13,2017-07-15 01:00:00.000,ZoneB,ZoneC,U109
T2538,Car29,2019-10-28 21:00:00.000,ZoneC,ZoneA,U154
T2539,Car28,2018-10-31 19:00:00.000,ZoneB,ZoneA,U056
T2540,Car22,2017-01-23 18:00:00.000,ZoneB,ZoneD,U127
T2541,Car16,2017-11-24 08:00:00.000,ZoneC,ZoneB,U064
T2542,Car30,2018-04-02 07:00:00.000,ZoneD,ZoneD,U035
T2543,Car17,2018-04-24 09:00:00.000,ZoneB,ZoneD,U132
T2544,Car25,2018-07-16 02:00:00.000,ZoneC,ZoneC,U032
T2545,Car18,2016-03-09 08:00:00.000,ZoneC,ZoneC,U104
T2546,Car21,2017-12-19 08:00:00.000,ZoneC,ZoneB,U120
T2547,Car19,2016-02-08 03:00:00.000,ZoneC,ZoneB,U064
T2548,Car05,2021-04-23 04:00:00.000,ZoneD,ZoneC,U096
T2549,Car16,2021-06-19 21:00:00.000,ZoneD,ZoneB,U067
T2550,Car01,2016-08-13 15:00:00.000,ZoneB,ZoneA,U047
T2551,Car22,2021-04-06 17:00:00.000,ZoneD,ZoneA,U090
T2552,Car03,2016-12-23 12:00:00.000,ZoneD,ZoneC,U129
T2553,Car27,2018-07-12 08:00:00.000,ZoneD,ZoneB,U056
T2554,Car02,2016-05-14 19:00:00.000,ZoneD,ZoneD,U149
T2555,Car06,2020-06-06 13:00:00.000,ZoneD,ZoneB,U095
T2556,Car11,2017-11-12 16:00:00.000,ZoneB,ZoneD,U156
T2557,Car25,2019-04-06 11:00:00.000,ZoneA,ZoneB,U015
T2558,Car30,2021-08-16 14:00:00.000,ZoneA,ZoneB,U063
T2559,Car22,2017-03-16 15:00:00.000,ZoneB,ZoneD,U011
T2560,Car30,2021-09-19 13:00:00.000,ZoneD,ZoneB,U010
T2561,Car28,2018-07-10 11:00:00.000,ZoneA,ZoneB,U122
T2562,Car26,2018-02-02 23:00:00.000,ZoneC,ZoneB,U137
T2563,Car20,2019-09-22 00:00:00.000,ZoneB,ZoneC,U156
